Vulnerabilidad;Descripción;Solución;Dirección IP;Puerto;Nombre;Protocolo;Severidad;Explotable;cve;bid;Puntaje cvss;Nombre del plug-in;Información adicional;xref;Dirección mac;Sistema operativo;
The SSL certificate for this service cannot be trusted.;The server&apos.s X.509 certificate does not have a signature from a known public certificate authority.  This situation can occur in three different ways, each of which results in a break in the chain below which certificates cannot be trusted.   First, the top of the certificate chain sent by the server might not be descended from a known public certificate authority.  This can occur either when the top of the chain is an unrecognized, self-signed certificate, or when intermediate certificates are missing that would connect the top of the certificate chain to a known public certificate authority.   Second, the certificate chain may contain a certificate that is not valid at the time of the scan.  This can occur either when the scan occurs before one of the certificate&apos.s &apos.notBefore&apos. dates, or after one of the certificate&apos.s &apos.notAfter&apos. dates.   Third, the certificate chain may contain a signature that either didn&apos.t match the certificate&apos.s information, or could not be verified.  Bad signatures can be fixed by getting the certificate with the bad signature to be re-signed by its issuer.  Signatures that could not be verified are the result of the certificate&apos.s issuer using a signing algorithm that Nessus either does not support or does not recognize.   If the remote host is a public host in production, any break in the chain makes it more difficult for users to verify the authenticity and identity of the web server. This could make it easier to carry out man-in-the-middle attacks against the remote host.;Purchase or generate a proper certificate for this service.;10.1.4.180;443;;tcp;Medium;False;;;;SSL Certificate Cannot Be Trusted;;;9e:cc:51:71:02:81 c6:8f:a4:07:70:ed 96:cb:f9:0c:82:3e 62:e4:71:a8:db:3e c4:01:7c:09:3f:60 c4:01:7c:09:3f:63 c4:01:7c:09:3f:6c c4:01:7c:09:3f:65 c4:01:7c:09:3f:61 0e:27:54:28:14:65 c4:01:7c:09:3f:64 c4:01:7c:09:3f:68 16:18:e9:89:15:e1 42:c0:4b:36:0a:4b;EPSON Stylus Printer Linksys Wireless Access Point Oracle Integrated Lights Out Manager;
The SSH server is configured to use Cipher Block Chaining.;The SSH server is configured to support Cipher Block Chaining (CBC) encryption.  This may allow an attacker to recover the plaintext message from the ciphertext.   Note that this plugin only checks for the options of the SSH server and does not check for vulnerable software versions.;Contact the vendor or consult product documentation to disable CBC mode cipher encryption, and enable CTR or GCM cipher mode encryption.;10.1.4.180;22;;tcp;Low;False;CVE-2008-5161;32319;2.6;SSH Server CBC Mode Ciphers Enabled;;OSVDB:50035 OSVDB:50036 CERT:958563 CWE:200;9e:cc:51:71:02:81 c6:8f:a4:07:70:ed 96:cb:f9:0c:82:3e 62:e4:71:a8:db:3e c4:01:7c:09:3f:60 c4:01:7c:09:3f:63 c4:01:7c:09:3f:6c c4:01:7c:09:3f:65 c4:01:7c:09:3f:61 0e:27:54:28:14:65 c4:01:7c:09:3f:64 c4:01:7c:09:3f:68 16:18:e9:89:15:e1 42:c0:4b:36:0a:4b;EPSON Stylus Printer Linksys Wireless Access Point Oracle Integrated Lights Out Manager;
The remote SSH server is configured to allow MD5 and 96-bit MAC algorithms.;The remote SSH server is configured to allow either MD5 or 96-bit MAC algorithms, both of which are considered weak.  Note that this plugin only checks for the options of the SSH server, and it does not check for vulnerable software versions.;Contact the vendor or consult product documentation to disable MD5 and 96-bit MAC algorithms.;10.1.4.180;22;;tcp;Low;False;;;;SSH Weak MAC Algorithms Enabled;;;9e:cc:51:71:02:81 c6:8f:a4:07:70:ed 96:cb:f9:0c:82:3e 62:e4:71:a8:db:3e c4:01:7c:09:3f:60 c4:01:7c:09:3f:63 c4:01:7c:09:3f:6c c4:01:7c:09:3f:65 c4:01:7c:09:3f:61 0e:27:54:28:14:65 c4:01:7c:09:3f:64 c4:01:7c:09:3f:68 16:18:e9:89:15:e1 42:c0:4b:36:0a:4b;EPSON Stylus Printer Linksys Wireless Access Point Oracle Integrated Lights Out Manager;
The community name of the remote SNMP server can be guessed.;It is possible to obtain the default community name of the remote SNMP server.  An attacker may use this information to gain more knowledge about the remote host, or to change the configuration of the remote system (if the default community allows such modifications).;Disable the SNMP service on the remote host if you do not use it. Either filter incoming UDP packets going to this port, or change the default community string.;10.1.4.180;161;;udp;High;False;CVE-1999-0517;2112;7.1;SNMP Agent Default Community Name (public);;OSVDB:209;9e:cc:51:71:02:81 c6:8f:a4:07:70:ed 96:cb:f9:0c:82:3e 62:e4:71:a8:db:3e c4:01:7c:09:3f:60 c4:01:7c:09:3f:63 c4:01:7c:09:3f:6c c4:01:7c:09:3f:65 c4:01:7c:09:3f:61 0e:27:54:28:14:65 c4:01:7c:09:3f:64 c4:01:7c:09:3f:68 16:18:e9:89:15:e1 42:c0:4b:36:0a:4b;EPSON Stylus Printer Linksys Wireless Access Point Oracle Integrated Lights Out Manager;
The SSH server is configured to use Cipher Block Chaining.;The SSH server is configured to support Cipher Block Chaining (CBC) encryption.  This may allow an attacker to recover the plaintext message from the ciphertext.   Note that this plugin only checks for the options of the SSH server and does not check for vulnerable software versions.;Contact the vendor or consult product documentation to disable CBC mode cipher encryption, and enable CTR or GCM cipher mode encryption.;10.1.4.179;22;;tcp;Low;False;CVE-2008-5161;32319;2.6;SSH Server CBC Mode Ciphers Enabled;;OSVDB:50035 OSVDB:50036 CERT:958563 CWE:200;;EPSON Stylus Printer Linksys Wireless Access Point Oracle Integrated Lights Out Manager;
The remote SSH server is configured to allow MD5 and 96-bit MAC algorithms.;The remote SSH server is configured to allow either MD5 or 96-bit MAC algorithms, both of which are considered weak.  Note that this plugin only checks for the options of the SSH server, and it does not check for vulnerable software versions.;Contact the vendor or consult product documentation to disable MD5 and 96-bit MAC algorithms.;10.1.4.179;22;;tcp;Low;False;;;;SSH Weak MAC Algorithms Enabled;;;;EPSON Stylus Printer Linksys Wireless Access Point Oracle Integrated Lights Out Manager;
The SSH server is configured to use Cipher Block Chaining.;The SSH server is configured to support Cipher Block Chaining (CBC) encryption.  This may allow an attacker to recover the plaintext message from the ciphertext.   Note that this plugin only checks for the options of the SSH server and does not check for vulnerable software versions.;Contact the vendor or consult product documentation to disable CBC mode cipher encryption, and enable CTR or GCM cipher mode encryption.;10.1.4.178;22;;tcp;Low;False;CVE-2008-5161;32319;2.6;SSH Server CBC Mode Ciphers Enabled;;OSVDB:50035 OSVDB:50036 CERT:958563 CWE:200;;EPSON Stylus Printer Linksys Wireless Access Point Oracle Integrated Lights Out Manager;
The remote SSH server is configured to allow MD5 and 96-bit MAC algorithms.;The remote SSH server is configured to allow either MD5 or 96-bit MAC algorithms, both of which are considered weak.  Note that this plugin only checks for the options of the SSH server, and it does not check for vulnerable software versions.;Contact the vendor or consult product documentation to disable MD5 and 96-bit MAC algorithms.;10.1.4.178;22;;tcp;Low;False;;;;SSH Weak MAC Algorithms Enabled;;;;EPSON Stylus Printer Linksys Wireless Access Point Oracle Integrated Lights Out Manager;
The SSH server is configured to use Cipher Block Chaining.;The SSH server is configured to support Cipher Block Chaining (CBC) encryption.  This may allow an attacker to recover the plaintext message from the ciphertext.   Note that this plugin only checks for the options of the SSH server and does not check for vulnerable software versions.;Contact the vendor or consult product documentation to disable CBC mode cipher encryption, and enable CTR or GCM cipher mode encryption.;10.1.4.177;22;;tcp;Low;False;CVE-2008-5161;32319;2.6;SSH Server CBC Mode Ciphers Enabled;;OSVDB:50035 OSVDB:50036 CERT:958563 CWE:200;;EPSON Stylus Printer Linksys Wireless Access Point Oracle Integrated Lights Out Manager;
The remote SSH server is configured to allow MD5 and 96-bit MAC algorithms.;The remote SSH server is configured to allow either MD5 or 96-bit MAC algorithms, both of which are considered weak.  Note that this plugin only checks for the options of the SSH server, and it does not check for vulnerable software versions.;Contact the vendor or consult product documentation to disable MD5 and 96-bit MAC algorithms.;10.1.4.177;22;;tcp;Low;False;;;;SSH Weak MAC Algorithms Enabled;;;;EPSON Stylus Printer Linksys Wireless Access Point Oracle Integrated Lights Out Manager;
The SSH server is configured to use Cipher Block Chaining.;The SSH server is configured to support Cipher Block Chaining (CBC) encryption.  This may allow an attacker to recover the plaintext message from the ciphertext.   Note that this plugin only checks for the options of the SSH server and does not check for vulnerable software versions.;Contact the vendor or consult product documentation to disable CBC mode cipher encryption, and enable CTR or GCM cipher mode encryption.;10.1.4.176;22;;tcp;Low;False;CVE-2008-5161;32319;2.6;SSH Server CBC Mode Ciphers Enabled;;OSVDB:50035 OSVDB:50036 CERT:958563 CWE:200;;EPSON Stylus Printer Linksys Wireless Access Point Oracle Integrated Lights Out Manager;
The remote SSH server is configured to allow MD5 and 96-bit MAC algorithms.;The remote SSH server is configured to allow either MD5 or 96-bit MAC algorithms, both of which are considered weak.  Note that this plugin only checks for the options of the SSH server, and it does not check for vulnerable software versions.;Contact the vendor or consult product documentation to disable MD5 and 96-bit MAC algorithms.;10.1.4.176;22;;tcp;Low;False;;;;SSH Weak MAC Algorithms Enabled;;;;EPSON Stylus Printer Linksys Wireless Access Point Oracle Integrated Lights Out Manager;
The SSH server is configured to use Cipher Block Chaining.;The SSH server is configured to support Cipher Block Chaining (CBC) encryption.  This may allow an attacker to recover the plaintext message from the ciphertext.   Note that this plugin only checks for the options of the SSH server and does not check for vulnerable software versions.;Contact the vendor or consult product documentation to disable CBC mode cipher encryption, and enable CTR or GCM cipher mode encryption.;10.1.4.175;22;;tcp;Low;False;CVE-2008-5161;32319;2.6;SSH Server CBC Mode Ciphers Enabled;;OSVDB:50035 OSVDB:50036 CERT:958563 CWE:200;;EPSON Stylus Printer Linksys Wireless Access Point Oracle Integrated Lights Out Manager;
The remote SSH server is configured to allow MD5 and 96-bit MAC algorithms.;The remote SSH server is configured to allow either MD5 or 96-bit MAC algorithms, both of which are considered weak.  Note that this plugin only checks for the options of the SSH server, and it does not check for vulnerable software versions.;Contact the vendor or consult product documentation to disable MD5 and 96-bit MAC algorithms.;10.1.4.175;22;;tcp;Low;False;;;;SSH Weak MAC Algorithms Enabled;;;;EPSON Stylus Printer Linksys Wireless Access Point Oracle Integrated Lights Out Manager;
The SSH server is configured to use Cipher Block Chaining.;The SSH server is configured to support Cipher Block Chaining (CBC) encryption.  This may allow an attacker to recover the plaintext message from the ciphertext.   Note that this plugin only checks for the options of the SSH server and does not check for vulnerable software versions.;Contact the vendor or consult product documentation to disable CBC mode cipher encryption, and enable CTR or GCM cipher mode encryption.;10.1.4.174;22;;tcp;Low;False;CVE-2008-5161;32319;2.6;SSH Server CBC Mode Ciphers Enabled;;OSVDB:50035 OSVDB:50036 CERT:958563 CWE:200;;Dell iDRAC Controller KYOCERA Printer Linux Kernel 2.6;
The remote SSH server is configured to allow MD5 and 96-bit MAC algorithms.;The remote SSH server is configured to allow either MD5 or 96-bit MAC algorithms, both of which are considered weak.  Note that this plugin only checks for the options of the SSH server, and it does not check for vulnerable software versions.;Contact the vendor or consult product documentation to disable MD5 and 96-bit MAC algorithms.;10.1.4.174;22;;tcp;Low;False;;;;SSH Weak MAC Algorithms Enabled;;;;Dell iDRAC Controller KYOCERA Printer Linux Kernel 2.6;
The SSH server is configured to use Cipher Block Chaining.;The SSH server is configured to support Cipher Block Chaining (CBC) encryption.  This may allow an attacker to recover the plaintext message from the ciphertext.   Note that this plugin only checks for the options of the SSH server and does not check for vulnerable software versions.;Contact the vendor or consult product documentation to disable CBC mode cipher encryption, and enable CTR or GCM cipher mode encryption.;10.1.4.173;22;;tcp;Low;False;CVE-2008-5161;32319;2.6;SSH Server CBC Mode Ciphers Enabled;;OSVDB:50035 OSVDB:50036 CERT:958563 CWE:200;;EPSON Stylus Printer Linksys Wireless Access Point Oracle Integrated Lights Out Manager;
The remote SSH server is configured to allow MD5 and 96-bit MAC algorithms.;The remote SSH server is configured to allow either MD5 or 96-bit MAC algorithms, both of which are considered weak.  Note that this plugin only checks for the options of the SSH server, and it does not check for vulnerable software versions.;Contact the vendor or consult product documentation to disable MD5 and 96-bit MAC algorithms.;10.1.4.173;22;;tcp;Low;False;;;;SSH Weak MAC Algorithms Enabled;;;;EPSON Stylus Printer Linksys Wireless Access Point Oracle Integrated Lights Out Manager;
The SSH server is configured to use Cipher Block Chaining.;The SSH server is configured to support Cipher Block Chaining (CBC) encryption.  This may allow an attacker to recover the plaintext message from the ciphertext.   Note that this plugin only checks for the options of the SSH server and does not check for vulnerable software versions.;Contact the vendor or consult product documentation to disable CBC mode cipher encryption, and enable CTR or GCM cipher mode encryption.;10.1.4.171;22;;tcp;Low;False;CVE-2008-5161;32319;2.6;SSH Server CBC Mode Ciphers Enabled;;OSVDB:50035 OSVDB:50036 CERT:958563 CWE:200;;Dell iDRAC Controller KYOCERA Printer Linux Kernel 2.6;
